uid,type,SBU（部门）,PRD号码,产品名称,巴斯夫产品名称,产品别名,默认商店,线上购买链接,品牌,产品描述,产品分类,化学成分,外观,行业,特性和优点,应用行业,注册国家,"固含量
（%）",稀释剂[浓度],含水量,官能度，计算值,"分子量 
(Mw)","粘度, 25?C
(mPa.s)","粘度, 23?C
(Pa.s)",%NCO,K值,氯质量分数(%),酸值 （mg KOH/g）,"密度, 25?C (g/cm3)",玻璃化温度(?C),胺值 （mg KOH/g）,"pH 
(25oC)",最低成膜温度 (℃),冻融稳定性(-5 °C),羟值（mg KOH/g solids）,羟基含量（%基于固含）,软化点 (oC),VOC,粒径大小 nm,细度,色度 （Gardner),溶剂,包装,产地,样品包装,推荐配方
1,default,EDG,30282641,Joncryl? FLX 5000,Joncryl? FLX 5000,Joncryl? FLX 5000,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,复溶性好，适用于薄膜表印水性油墨的自交联丙烯酸乳液,82,苯丙乳液,半透明乳液,5,耐干/湿摩擦好  |  极佳的复溶性和印刷适性  |  良好的耐热封性  |  抗反粘  |  ,适用于中低耐性要求的PE和PP薄膜表印油墨，例如干性食品装和礼品包装,"CN,NL",42,,,,">200,000","1,000",,,,,100,1.05,,,8.9,<5,不稳定,,,,,,,,,200 kg,NL,"51465003,0,11",
1,default,EDG,30516931,Joncryl? FLX 5002,Joncryl? FLX 5002,Joncryl? FLX 5002,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,成膜丙烯酸乳液，极佳的复溶性，适用于薄膜表面印刷的水性油墨,82,苯丙乳液,半透明乳液,5,快干  |  极佳的复溶性和印刷适性  |  良好的耐热封性  |  抗反粘  |  ,适用于中低负荷薄膜印刷以及PE淋膜纸张和生物塑料基材的表面印刷,"CN,NL",35,,,,">200,000",240,,,,,,1.05,,,8.8,<5,不稳定,,,,,,,,,200 kg,NL,"50242288,0,11",
1,default,EDG,30442447,Joncryl? FLX 5020,Joncryl? FLX 5020,Joncryl? FLX 5020,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,自交联丙烯酸乳液，复溶性好，适用于薄膜表印的水性油墨,82,苯丙乳液,半透明乳液,5,极佳的耐性：耐碱、耐湿搓、耐深度冷冻  |  良好的复溶性和印刷适性  |  良好的耐热封性  |  快速干燥  |  高光泽,用于中高负荷的薄膜印刷应用，在耐性满足高端市场需求的条件下，进一步改善复溶性和印刷适性,"CN,NL",41,,,,">200,000",40,,,,,26,1.03,,,8.1,13,不稳定,,,,,,,,,200 kg,NL,"51717442,0,11",
1,default,EDG,30635411,Joncryl? FLX 5026,Joncryl? FLX 5026,Joncryl? FLX 5026,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,自交联丙烯酸乳液，复溶性佳，用于聚丙烯(PP)薄膜表印的水性白墨,82,苯丙乳液,半透明乳液,5,极佳的耐性  |  良好的复溶性  |  极佳的印刷适性  |  OPP薄膜上极佳的耐热封性  |  高速印刷条件下良好的油墨转移性  |  高光泽  |  与溶剂型和水性色墨叠印好,适用于OPP薄膜基材表印白墨，具有如高耐热性，非常好的耐刮擦和抗皱性，高遮盖性和高光泽度,"CN,NL",45,,,,">200,000",175,,,,,7,1.03,,,9,11,不稳定,,,,<0.5% wt,,,,,200 kg,NL,,
1,default,EDG,30520637,Joncryl? FLX 5040,Joncryl? FLX 5040,Joncryl? FLX 5040,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,自交联丙烯酸乳液，极佳的复溶性，适用于OPP基材的里印复合水性油墨,82,苯丙乳液,半透明乳液,5,OPP复合结构复合强度高  |  极佳的复溶性和印刷适性  |  多种色浆通用,适用于OPP基材的里印复合水性油墨，如烘焙食品，糖果和零食等中等负荷食品包装,"CN,NL",46,,,,">200,000","1,350",,,,,85,1.04,,,9.2,<5,不稳定,,,,,,,,,200 kg,NL,"50271488,0,11",
1,default,EDG,30737979,Joncryl? 7256,Joncryl? 7256,Joncryl? 7256,1,https://detail.1688.com/offer/614265900794.html,42,专门针对凹版薄膜表印油墨开发的通用型水性乳液，可以作为油墨的主体连接料在各种薄膜上提供附着力,82,苯丙乳液,半透明乳液,5,各种基材上附着力良好  |  耐酒精稀释  |  耐磨  |  耐干/湿搓  |  良好的印刷适性  |  与各种色浆的适配性  |  ,凹版薄膜表印油墨连接料#柔板薄膜表印油墨连接料,CN,42,,,,,40,,,,,23,,-10,,8.3,<5,,,,,,,,,,200 kg,CN,"50658905,0,11#50670738,0,13",18
1,default,EDG,30684132,Joncryl? 7266,Joncryl? 7266,Joncryl? 7266,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,"专门针对水性凹版薄膜印刷开发的苯丙乳液，适用于各种薄膜基材，如 PP, PE, PET等，具有极佳的附着力和印刷适性",82,苯丙乳液,乳白色乳液,5,极佳的复溶性  |  耐醇稀释  |  良好的附着力  |  良好的印刷适性  |  与多种聚合物相容性好，如丙烯酸、聚氨酯,"专门针对水性凹版薄膜印刷开发的苯丙乳液，适用于各种薄膜基材，如 PP, PE, PET等，具有极佳的附着力和印刷适性",CN,44,,,,,500,,,,,,,10,,8.5,,,,,,,,,,,200 kg,CN,"50544959,0,11",
1,default,EDG,30605342,Joncryl? FLX 5201,Joncryl? FLX 5201,Joncryl? FLX 5201,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,成膜乳液，适用于水性薄膜复合。,84,脂肪族聚氨酯乳液,透明乳液,5,极佳的复合强度  |  与色浆和连结料的兼容性好  |  良好的转移性和印刷适性,用于中等负荷水性复合油墨，印刷在BOPP、PET和尼龙基材，与LDPE和铝箔复合，具有极佳的复合强度,"CN,DE",40,,,,,80,,,,,,,,,8.5,<0,不稳定,,,,,,,,,120 kg,DE,"50378730,0,11",
1,default,EDG,30661968,Joncryl? FLX 5220,Joncryl? FLX 5220,Joncryl? FLX 5220,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,成膜乳液，适用于水性薄膜复合。,83,脂肪族聚氨酯和丙烯酸杂化乳液,透明乳液,5,极佳的复合强度  |  适用于各种薄膜底材  |  与色浆和连结料的兼容性好  |  极佳的转移性和印刷适性  |  ,用于中、高负荷的水性复合油墨，印刷在BOPP、PET和OPA基材上，与LDPE进行复合，具有极佳的复合强度,"CN,DE",43,,,,,200,,,,,,,,,8,,,,,,,,,,,200 kg,DE,"50488040,0,11",
1,default,EDG,30282669,Joncryl? HRC 1661,Joncryl? HRC 1661,Joncryl? HRC 1661,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,高性能成膜乳液，在油墨和光油中对耐摩擦，耐刮擦和耐水性有显著提升。,82,苯丙乳液,半透明乳液,"9,3",耐摩擦  |  滑动角大  |  耐水性,用于光油的高性能流变控制型丙烯酸成膜乳液。在和常规丙烯酸乳液产品同等成本的情况下，可显著提高涂层的耐磨、耐水性#功能性包装涂层,"CN,US",47.5,,,,">200,000","200-1,000 cps",,,,,54,1.02,-42,,8.7,<0,不稳定,,,,0.3% wt,,,,,200 kg,US,"54054157,0,11",
1,default,EDG,30400595,Joncryl? HSL 9010,Joncryl? HSL 9010,Joncryl? HSL 9010,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,丙烯酸共聚乳液，用于各种纸板泡罩和软包装水性热封,82,丙烯酸共聚乳液,半透明乳液,3,水性工业配方  |  低热封温度  |  抗反粘,可在较低温度下热封，适用于生产纸板泡罩包装,"CN,NL",45,,,,,70,,,,,60,1.03,-10,,7.3,,,,,,,,,,,200 kg,NL,"50187941,0,11",
1,default,EDG,30484688,Joncryl? HSL 9012,Joncryl? HSL 9012,Joncryl? HSL 9012,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,丙烯酸共聚乳液，用于药品包装泡罩铝箔热封PVC或涂布PVDC的PVC和PET,82,丙烯酸共聚乳液,半透明乳液,3,水性乳液  |  经济性  |  低气味 (极低溶剂残留),适用于各种规格的硬质和软质铝箔包装，特别适用于药品泡罩热封PVC或涂布PVDC的PVC和PET,"CN,NL",40,,,,,30,,,,,35,1.04,,,8.8,<5,,,,,,,,,,200 kg,NL,"50242301,0,11",
1,default,EDG,30605341,Joncryl? LV 7602,Joncryl? LV 7602,Joncryl? LV 7602,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,极低VOC的成膜乳液，适用于油墨和光油。,82,苯丙乳液,半透明乳液,"5,9",超低VOC  |  高光泽  |  快干  |  抗回粘  |  高透性,超低VOC丙烯酸成膜硬乳液，为油墨和光油提供成膜和印刷适性等性能,CN,47,,,,">200,000","200-1,000",,,,,56,,20-26,, 8.0-9.0 ,15-21,,,,,,,,,,200 kg  |  1000 kg  |  ,CN,"50380151,0,11",
1,default,EDG,30692852,Joncryl? LV 7604,Joncryl? LV 7604,Joncryl? LV 7604,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,低VOC 流变控制 (RC) 乳液，用于水性油墨和光油,82,苯丙乳液,半透明乳液,"5,9",低VOC  |  良好的复溶性  |  极佳的印刷适性  |  极佳的光泽度和透明性  |  ,可用于水性柔版和凹版印刷油墨以及光油，提供极佳的光泽，流平，复溶性和干燥速度,CN, 45.0-47.0 ,,,,,"200-1,000",,,,,55,,21,, 8.0-9.0 ,,,,,,,90,,,,200 kg,CN,"50563490,0,11",
1,default,EDG,30601040,Joncryl? PDX-7339,Joncryl? PDX-7339,Joncryl? PDX-7339,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,丙烯酸共聚乳液，用于香烟或食品包装内衬纸镀铝底涂,82,苯丙乳液,白色半透明乳液,3,高光，托墨性  |  快干  |  极佳的转移性和涂布适性  |  耐湿摩擦性  |  ,用于烟草、食品包装镀铝内衬纸在镀铝时的底涂，可使镀铝层达到良好的光泽度及耐湿摩擦的性能,"CN,JP",42.9,,,,,370,,,,,76,1.03,,,7.9,22,稳定,,,,,,,,,1000 kg,JP,"50499851,0,11",
1,default,EDG,30503811,Joncryl? 1282,Joncryl? 1282,Joncryl? 1282,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,丙烯酸胶体乳液，能够完全用氨水或者其它胺中和，可以单一树脂用于碾磨和连接料，适用于高稀释的瓦楞纸箱印刷墨。,82,丙烯酸胶体乳液,乳白色乳液,5,配方多样性  |  耐热  |  耐干/湿摩擦  |  印刷稳定性  |  复溶性  |  颜料润湿和分散  |  ,可高比例稀释用于配置经济高效的瓦楞纸箱印刷油墨,"CN,ID", 39.0-41.0 ,,,,,"14,732",,,,,,,14,,4,,,,,,,,,,,200 kg,ID,"50164870,0,2 kg",
1,default,EDG,30649557,Joncryl? 142 AP,Joncryl? 142 AP,Joncryl? 142 AP,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,一种丙烯酸胶体乳液，用于瓦楞纸箱后印和牛皮纸印刷油墨,82,丙烯酸胶体乳液,不透明乳液,5,极佳的转移性和印刷适性  |  优异的油墨粘度稳定性  |  广泛的兼容性  |  良好的耐摩擦性  |  良好的稀释后粘度稳定性,瓦楞纸箱后印和牛皮纸印刷油墨#在水性柔印和凹印油墨中作为增稠剂使用,"CN,ID",40,,,,"40,000",25,,,,,126,1.06,28,,6.1,,稳定,,,,,,,,,200 kg,ID,"50459139,0,12",
1,default,EDG,30713170,Joncryl? 659,Joncryl? 659,Joncryl? 659,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,丙烯酸胶体乳液，可用于瓦楞纸板的预印或后印油墨，以及牛皮纸印刷油墨,82,丙烯酸胶体乳液,白色乳液,5,极佳的印刷适性  |  良好的耐热摩擦性  |  使用费用低  |  高效  |  ,瓦楞纸板的预印或后印油墨#牛皮纸印刷油墨,"CN,NL",44,,,,"80,000",<100,,,,,150,1.03,93,,2.1,,,,,,,,,,,200 kg,NL,"50602525,0,11",
1,default,EDG,30282493,Joncryl? 661,Joncryl? 661,Joncryl? 661,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,经济型丙烯酸胶体乳液，适用于瓦楞纸箱及牛皮纸的预印和后印，具有良好的转移性、印刷适性及优良的耐热摩擦性。,82,丙烯酸胶体乳液,半透明乳液,5,良好的转移性和印刷适性  |  优异的耐热摩擦性  |  低使用成本,瓦楞纸箱及牛皮纸的预印和后印,"CN,NL",44,,,,"85,000",60,,,,,154,1.07,70,,2.1,,不稳定,,,,,,,,,200 kg,NL,"51461982,0,11",
1,default,EDG,30557582,Joncryl? 662,Joncryl? 662,Joncryl? 662,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,丙烯酸胶体乳液，部分基于可再生原料，适用于瓦楞纸箱及牛皮纸的预印和后印。,82,基于可再生原料的丙烯酸胶体乳液,白色乳液,5,极佳的转移性和印刷适性  |  含有可再生原料  |  良好的耐热摩擦性,瓦楞纸箱及牛皮纸的预印和后印油墨，其含有50%的可再生原料,CN,43,,,,"53,000",50,,,,,82,1.05,,,2.5,100,不稳定,,,,,,,,,200 kg  |  1000 kg  |  ,,"50506632,0,11",
1,default,EDG,30546200,Joncryl? 668,Joncryl? 668,Joncryl? 668,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,非常经济型丙烯酸胶体乳液，适用于瓦楞纸箱及牛皮纸的预印和后印。,82,丙烯酸胶体乳液,白色乳液,5,良好的转移性和印刷适性  |  优异的耐热摩擦性  |  低使用成本  |  高效  |  ,适用于瓦楞纸箱和牛皮纸预印和后印,"CN,NL",44,,,,"100,000",25,,,,,164,1.03,123,,2,,不稳定,,,,,,,,,1000 kg,NL,"50271484,0,11",
1,default,EDG,30685117,Joncryl? HSL 703,Joncryl? HSL 703,Joncryl? HSL 703,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,丙烯酸胶体乳液，用于OPP和BOPP薄膜包装的热封涂层。,82,丙烯酸胶体乳液,半透明乳液,3,极佳的热封强度  |  良好的抗回粘性  |  低摩擦系数  |  极佳的透明度  |  气味阻隔,用于OPP和BOPP薄膜表面的热封涂层，适用于糕点、面包和烟草等包装,"CN,NL",25,,,,,<100,,,,,30,1.06,55,,9.5,20,,,,,,,,,,200 kg,NL,"50544086,0,11",
1,default,EDG,30532160,Versamid? PUR 1010,Versamid? PUR 1010,Versamid? PUR 1010,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,52,热塑性聚氨酯，极强的内聚力，柔韧性，在各种聚烯烃，聚酯以及树脂涂层薄膜上有很好的附着力。溶剂释放性以及颜料润湿性良好。,37,热塑性聚氨酯,透明黏稠液体,5,在多种薄膜上有极佳的内聚力、柔韧性和附着力  |  极佳的溶剂释放性  |  良好的颜料分散性,可溶于多种醇和共溶剂(乙醇和烃类)体系，适用于柔版或凹版复合油墨,"CN,US", 33.0-37.0 ,,,,,"500-1,150 cps",,,,,,0.89,,,,,,,,,,,,<2,正丙醇 21%；乙酸正丙酯 44%,172 kg,US,"50238542,0,10",
1,default,EDG,30532159,Versamid? PUR 1120,Versamid? PUR 1120,Versamid? PUR 1120,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,52,热塑性聚氨酯，提高了硬度，耐热性以及与硝化棉的互溶性。,37,脂肪族热塑性聚氨酯,透明粘稠液体,5,极佳的柔韧性  |  与硝化棉良好的互溶性  |  脂肪族  |  不含TDI和锡  |  耐热封,可溶于各种醇类和酯类，用于柔版和凹版复合油墨，在各种聚烯烃、聚酯、聚合物涂布和镀铝薄膜上具有优异的柔韧性和附着力#使用该产品配制的油墨用于胶水复合可提供出色的复合强度，因此可用于中等负荷的复合应用#特别适用于彩色油墨，与Versamid? PUR 1010 配制的白墨配合使用效果更佳,"CN,US",42,,,,,550,,,,,,0.89,,,,,,,,,,,,,正丙醇 48%；乙酸正丙酯 10%,172 kg,US,"50238539,0,10",
1,default,EDG,30537130,Versamid? PUR 2011,Versamid? PUR 2011,Versamid? PUR 2011,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,52,"耐蒸煮复合油墨树脂，具有极佳的耐水解性能，对各种阻隔薄膜(Siox, Alxox)，聚酯，尼龙膜/箔具有极佳的附着力。同时还具有良好的颜料分散性能。",37,芳香族热塑性聚氨酯,透明至浅黄色粘稠液体,5,在多种基材优异的耐水解性和耐蒸煮性  |  极佳的复合强度  |  良好的抗反粘性和耐热性,可溶于多种醇和共溶剂(乙醇和烃类)体系，适用于柔版或凹版蒸煮/灭菌复合油墨,"CN,US", 33.0-37.0 ,,,,,"500-1,150 cps",,,,,,0.89,,,,,,,,,,,,<3,正丙醇 45%；乙酸正丙酯 20%,172 kg,US,,
1,default,EDG,30282709,Joncryl? WAX 120,Joncryl? WAX 120,Joncryl? WAX 120,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,聚乙烯/矿物蜡乳液，不沾水，水释放性好。,38,蜡乳液,浅黄色乳液,"9,3,6",抗泼水性  |  低VOC和摩擦系数  |  FDA适用,商业或出版物的光油印刷#功能性包装涂层#室内外通用金属涂料#室内外木器涂料#,"CN,US", 33.0-35.0 ,,,,,700 cps,,,,,,0.98,,, 8.4-9.6 ,,不稳定,,,56,<0.005%wt,0.08 μm,,,,200 kg,US,"54054952,0,11",
1,default,EDG,30282712,Joncryl? WAX 26,Joncryl? WAX 26,Joncryl? WAX 26,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,聚乙烯蜡乳液，耐摩擦性佳，不影响光泽，适用于水墨和光油。,38,蜡乳液,透明乳液,"5,9,3,6",极佳耐摩擦性  |  高熔点  |  在油墨和光油中使用以提高光泽,柔版或凹版印刷油墨#商业，出版物或包装的光油#阻隔性的功能性包装涂层#用于地板，家具或木材的木器涂料#室内外混凝土涂料,"CN,US",26,,,,,10 cps,,,,,,0.99,,,10.2,,不稳定,,,130,3.3% wt,0.05 μm,,,,200 kg,US,"54055058,0,11",
1,default,EDG,30283372,Joncryl? WAX 35,Joncryl? WAX 35,Joncryl? WAX 35,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,聚乙烯蜡乳液，耐摩擦性、耐热磨损，适用于水墨和光油。,38,蜡乳液,透明乳液,5,保持光泽  |  降低摩擦系数  |  增强耐磨和抗刮擦性  |  高熔点  |  ,用于印刷油墨，可显着提高耐磨性和耐刮擦性，同时降低静态和动态的摩擦系数(COF),"CN,DE",34.5,,,,,25,,,,,,0.99,,,9.8,,不稳定,,,130,,<1 micron,,,,200 kg,DE,"51460922,0,11",
1,default,EDG,30282715,Joncryl? WAX 4                             ,Joncryl? WAX 4                             ,Joncryl? WAX 4                             ,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,新型聚乙烯蜡，在水性油墨中具有出色的耐磨性,38,蜡乳液,不透明乳液,5,出色的耐磨性  |  经济性  |  超低VOC  |  无泡  |  ,用于改善在水性油墨的耐磨性和耐刮擦性,"CN,JP",40,,,,,"1,000",,,,,,0.92,,,9,,不稳定,,,132,,4,,,,200 kg,JP,"54055164,0,11",
1,default,EDG,30282761,ZINC OXIDE SOLUTION#1,ZINC OXIDE SOLUTION#1,ZINC OXIDE SOLUTION#1,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,,氧化锌交联剂,39,氧化锌,不透明溶液,"5,3",羧基交联剂  |  耐热性  |  提高涂层硬度  |  耐水性  |  ,作为添加剂用于水性油墨和涂层的氧化锌交联剂，可提高耐热性和涂层硬度,CN,15,,,,,5 cps,,,,,,1.22,,,11.4,,稳定,,,56,0,,,,,200 kg  |  210 kg  |  ,,"51468448,0,11",
1,default,ED2,30289599,Attagel? 30,Attagel? 30,Attagel? 30,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,54,提供触变增稠和防沉性能的凹凸棒土,32,凹凸棒土,细粉末,67,,,,86,,,,,,,,,,,2.4,,,9.8,,,,,,,,,,,22.68kg  |  453.592kg  |  ,,"56780742,0,1kg",
1,default,ED2,30289600,Attagel? 350,Attagel? 350,Attagel? 350,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,54,提供触变增稠和防沉性能的凹凸棒土,32,凹凸棒土,细粉末,"67,4,68",,,,86,,,,,,,,,,,2.4,,,9.8,,,,,,,,,,,22.68kg,,"56780792,0,1kg",
1,default,ED2,30329506,Attagel? 40,Attagel? 40,Attagel? 40,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,54,提供触变增稠和防沉性能的凹凸棒土,32,凹凸棒土,细粉末,"67,4,68",,,,86,,,,,,,,,,,2.4,,,9.8,,,,,,,,,,,22.68kg,,"56781007,0,1kg",
1,default,ED2,30329508,Attagel? 50,Attagel? 50,Attagel? 50,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,54,提供触变增稠和防沉性能的凹凸棒土,32,凹凸棒土,细粉末,"67,4,68",,,,86,,,,,,,,,,,2.4,,,9.8,,,,,,,,,,,22.68kg,,"56781060,0,1kg",
1,default,ED2,30581762,Dispex? AA 4040 AS,Dispex? AA 4040 AS,Dispex? AA 4040 AS,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,水性涂料中无机颜填料的经济型分散剂,30,聚丙烯酸铵盐水溶液,淡黄色液体,67,,,,45,,,,,,,,,,,1.16,,,7.5,,,,,,,,,,,220kg,,"50365156,0,8#50363367,0,5",
1,default,ED2,30616062,Dispex? AA 4140 AS,Dispex? AA 4140 AS,Dispex? AA 4140 AS,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,水性涂料中无机颜填料的经济型分散剂,30,聚丙烯酸钠盐水溶液,淡黄色液体,6768,,,,43,,,,,,,,,,,1.3,,,8,,,,,,,,,,,250kg  |  1200kg  |  ,,"50365173,0,8#50365459,0,5",
1,default,ED2,30642097,Dispex? AA 4141,Dispex? AA 4141,Dispex? AA 4141,1,https://detail.1688.com/offer/577618153466.html,55,水性涂料中无机颜填料的经济型分散剂,30,聚丙烯酸钠盐水溶液,淡黄色液体,67,,,,45,,,,,1000,,,,,,,,,8,,,,,,,,,,,250kg  |  1200kg  |  ,,"50443983,0,8#50443982,0,5",
1,default,ED2,30041270,Dispex? CX 4231,Dispex? CX 4231,Dispex? CX 4231,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,水性涂料中无机颜填料的疏水共聚型分散剂,30,共聚铵盐水溶液,黄色液体,"67,4",,,,30,,,,,900,,,,,,,,,9.5,,,,,,,,,,,120kg,,"50365713,0,8#50365644,0,5",
1,default,ED2,30472093,Dispex? CX 4240,Dispex? CX 4240,Dispex? CX 4240,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,水性涂料中无机颜填料的疏水共聚型分散剂,30,共聚铵盐水溶液,淡黄色液体,67,,,,40,,,,,400,,,,,,1.2,,,7.5,,,,,,,,,,,220kg,,"50365176,0,8#50365563,0,5",
1,default,ED2,30680827,Dispex? CX 4320 AJ,Dispex? CX 4320 AJ,Dispex? CX 4320 AJ,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,水性涂料中无机颜填料的疏水共聚型分散剂,30,共聚钠盐水溶液,黄色液体,"67,4,68",,,,25,,,,,50,,,,,,1.11,,,10.5,,,,,,,,,,,150kg,,"50600901,0,8#50600902,0,5",
1,default,ED2,30472092,Dispex? CX 4340,Dispex? CX 4340,Dispex? CX 4340,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,水性涂料中的高效低粘分散剂,30,丙烯酸钠盐水溶液,淡黄色液体,67,,,,41,,,,,400,,,,,,1.13,,,7.5,,,,,,,,,,,250kg,,"50379250,0,8#50379249,0,5",
1,default,ED2,30646326,Dispex? HIDE CX 4540,Dispex? HIDE CX 4540,Dispex? HIDE CX 4540,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,能实现无机颜填料最佳遮盖力的疏水共聚型分散剂,30,丙烯酸钠盐水溶液,淡黄色液体,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50454182,0,8#50454181,0,5",
1,default,ED2,30531096,Dispex? ULTRA FA 4416,Dispex? ULTRA FA 4416,Dispex? ULTRA FA 4416,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,表面活性剂复配型环保分散剂，可防浮色发花,30,表面活性剂混合物,黄色液体,"67,4",,,,,,,,,850,,,,,,1.05,,,7,,,,,,,,,,,150kg,,"50365669,0,8#50365629,0,5",
1,default,ED2,30483389,Dispex? ULTRA FA 4420,Dispex? ULTRA FA 4420,Dispex? ULTRA FA 4420,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,表面活性剂型水油通用分散剂，可防浮色发花,30,脂肪酸改性化合物,深褐色液体,"4,7",,,,100,,,,,,,,,,19,0.89,,35,,,,,,,,,,,,25kg,,"55905025,0,8#55904972,0,5",
